title,price,rating,image,screen_size,screen_resolution,max_screen_resolution,processor,num_processors,ram,memory_type,graphics_coprocessor,chipset_brand,hard_drive,flash_memory_size,hard_drive_interface,wireless_type,num_usb_3_ports,operating_system,item_weight,product_dimensions,brand,series,model_number
"acer 2021 Chromebook 315 Laptop Computer 15.6” HD Display Intel Celeron N4000 Processor(Up to 2.6GHz) 4GB RAM 32GB eMMC Webcam BT USB Type C Chrome OS + TiTac Accessory, Silver",229.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41axO9oe-UL.jpg; https://m.media-amazon.com/images/I/41KOM5i4NJL.jpg; https://m.media-amazon.com/images/I/31eNM8h9TpL.jpg; https://m.media-amazon.com/images/I/41+PVopcjTL.jpg; https://m.media-amazon.com/images/I/21009Ni7OpL.jpg; https://m.media-amazon.com/images/I/212fxxr6DAL.jpg; https://m.media-amazon.com/images/I/21f3uz4ECcL.jpg,15.6 Inches,1366x768,1366 x 768 Pixels,1.1 GHz celeron_n4000,2,4 GB DDR4,DDR DRAM,Intel UHD Graphics 600,Intel,32 GB SSD,32 GB,Solid State,802.11ac,3,Chrome OS,4.19 pounds,19 x 12 x 3 inches,acer,Acer Chromebook,Acer 315 Chromebook
"Acer Aspire 3 A314-36P-35UU Slim Laptop | 14.0"" Full HD IPS Display | Intel Core i3-N305 Processor | Intel UHD Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode,Silver",299.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/41K-f7MXNVL.jpg; https://m.media-amazon.com/images/I/41Cglaxm93L.jpg; https://m.media-amazon.com/images/I/4134sIVPyQL.jpg; https://m.media-amazon.com/images/I/31qw-uBPWjL.jpg; https://m.media-amazon.com/images/I/41KxkmhkHjL.jpg; https://m.media-amazon.com/images/I/51H81TMZ8TL.jpg,14 Inches,1920 x 1080 pixels,1920x1080,3.8 GHz apple_ci3,8,8 GB LPDDR5,DDR5 RAM,Intel UHD Graphics,Intel,128 GB 128GB NVMe SSD,128 GB,NVMe,"Bluetooth, 802.11ax",3,Windows 11 S,3.09 pounds,12.93 x 0.74 x 8.55 inches,acer,A314-36P-35UU,NX.KMKAA.002
acer Chromebook 315 15.6 FHD Laptop | Intel Celeron N4500 | Intel UHD Graphics | Built-in Webcam| microSD Card Reader| Silver | 4GB RAM | 64GB SSD | Chrome OS |Bundle with 64GB USB Flash Drive,195.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/412tokIol4L.jpg; https://m.media-amazon.com/images/I/31QBjIeuZiL.jpg; https://m.media-amazon.com/images/I/21KPyDHelvL.jpg; https://m.media-amazon.com/images/I/31c4EFda7UL.jpg; https://m.media-amazon.com/images/I/313sD0YtuZL.jpg; https://m.media-amazon.com/images/I/31F8j2xnfXL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,1.1 GHz celeron,2,4 GB LPDDR4X,DDR4 SDRAM,,,64 GB SSD,,Serial ATA,802.11ax,,Chrome OS,3.53 pounds,14.42 x 9.61 x 0.79 inches,acer,Acer,Acer
"Acer C720 Chromebook (11.6-Inch, 4GB)",53.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/416LTVKqraL.jpg,11.6 Inches,1366 x 768 pixels,720 Pixels,1.4 GHz celeron,2,4 GB DDR3L SDRAM,DDR3 SDRAM,Intel HD Graphics,Intel,16 GB SSD,16,Solid State,802.11abg,1,Chrome OS,2.76 pounds,11.34 x 8.03 x 0.75 inches,acer,Acer C720-2800 11.6-Inch Chromebook (Granite Gray),C720-2800
"acer 315 Chromebook Laptop for Student & Business - 15.6"" HD Display, Intel Celeron Dual-Core Processor, 4GB RAM, 64GB eMMC Laptop, Up to 12.5 Hours Long Battery Life, Wi-Fi, Bluetooth, Chrome OS",183.,4.1 out of 5 stars,https://m.media-amazon.com/images/I/41ZbuzvK-rL.jpg; https://m.media-amazon.com/images/I/41QBfq-QZfL.jpg; https://m.media-amazon.com/images/I/517gJZSq5ML.jpg; https://m.media-amazon.com/images/I/51ifvMIIb2L.jpg; https://m.media-amazon.com/images/I/41OKAglyyvL.jpg; https://m.media-amazon.com/images/I/21y4LoSri5L.jpg; https://m.media-amazon.com/images/I/21Hg8K4b19L.jpg,15.6 Inches,1366 x 768 pixels,1366 x 768 Pixels,2.8 GHz celeron_n4020,10,4 DDR4,DDR4 SDRAM,Intel UHD Graphics 600,Intel,64 GB Emmc,,Solid State,"Bluetooth, 802.11ac",3,Chrome OS,3.59 pounds,14.42 x 9.86 x 0.8 inches,acer,Acer laptop,Acer laptop
acer 2023 Aspire 5 15.6” FHD IPS Laptop 8-Core AMD Ryzen 7 5700U AMD Radeon Graphics 16GB DDR4 1TB NVMe SSD WiFi AX BT RJ45 USB-C HDMI2.0 Webcam Backlit Keyboard Windows 11 Home w/RE USB,359.,3.7 out of 5 stars,https://m.media-amazon.com/images/I/41UGw8Loz9L.jpg; https://m.media-amazon.com/images/I/41zlWOPtkwL.jpg; https://m.media-amazon.com/images/I/41cHIpLnvcL.jpg; https://m.media-amazon.com/images/I/41F9rHI12RL.jpg; https://m.media-amazon.com/images/I/21ALliYX5JL.jpg; https://m.media-amazon.com/images/I/21rTrVPVKEL.jpg; https://m.media-amazon.com/images/I/31hGmFr9cwL.jpg,15.6 Inches,1920 x 1080,1920 x 1080 Pixels,1.8 GHz ryzen_7,8,16 GB DDR4,DDR4 SDRAM,AMD Radeon Graphics,AMD,1 TB SSD,,PCIE x 4,802.11ax,3,Windows 11 Home,3.88 pounds,14.31 x 9.86 x 0.71 inches,acer,Aspire 5 A515-45,A515
"acer Aspire Slim Laptop, 15.6"" Full HD IPS Display, AMD Ryze 7 5700U Processor(Up to 4.3GHz), AMD Radeon Graphics, 16GB LPDDR5 RAM, 1TB NVMe SSD, Wi-Fi 5, Windows 11 Home",419.,1.0 out of 5 stars,https://m.media-amazon.com/images/I/41roCnWqt4L.jpg; https://m.media-amazon.com/images/I/41mKuC1NQzL.jpg; https://m.media-amazon.com/images/I/41ffG0IpmtL.jpg; https://m.media-amazon.com/images/I/41Ou-cv8j2L.jpg; https://m.media-amazon.com/images/I/41hurEIM7gL.jpg; https://m.media-amazon.com/images/I/51e-d1PhjcL.jpg; https://m.media-amazon.com/images/I/41tcVMgK6JL.jpg,15.6 Inches,1920 x 1080 pixels,1920x1080,4.3E+6 ryzen_7,1,16 GB LPDDR5,DDR4 SDRAM,AMD Radeon,AMD,1 TB 1TB NVMe SSD,2 TB,Serial ATA,"Bluetooth, 5 GHz Radio Frequency, 802.11ax, 802.11ac, 2.4 GHz Radio Frequency",,Windows 11 Home,3.9 pounds,9.39 x 14.31 x 0.78 inches,acer,Aspire 3,Acer Aspire 3
"Acer Swift Go 14 Intel Evo Edition Laptop | 14"" 1920 x 1200 Touch Display | Unlock AI Experiences | Intel Core Ultra 7 Processor 155H | Intel ARC | 16GB LPDDR5X | 512GB SSD | Wi-Fi 7 | SFG14-73T-78YK",912.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41g5HJATmXL.jpg; https://m.media-amazon.com/images/I/41r00dsUe0L.jpg; https://m.media-amazon.com/images/I/51s-TQPs1CL.jpg; https://m.media-amazon.com/images/I/41jX7XNUTuL.jpg; https://m.media-amazon.com/images/I/51nNxwCNuVL.jpg; https://m.media-amazon.com/images/I/41xasYagBLL.jpg,14 Inches,1920 x 1200 pixels,1920x1200,1.4 GHz apple_ci7,16,16 LPDDR5X,DDR5 RAM,Intel ARC,Intel,512 GB SSD,512 GB,Solid State,802.11ax,4,Windows 11 Home,2.91 pounds,12.32 x 0.59 x 8.58 inches,acer,Acer Swift Go 14 SFG14-73T-78YK,NX.KSMAA.002
"acer Aspire 3 Spin 14” Convertible Laptop, WUXGA 1920 x 1200 IPS Touch Display, Touchscreen 2-in-1 Laptop, Intel Core i3-N305 8GB LPDDR5 RAM 256GB SSD, Wi-Fi 6, Windows 11 Home, Pure Silver",299.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41shvROIDFL.jpg; https://m.media-amazon.com/images/I/51elkeSxK1L.jpg; https://m.media-amazon.com/images/I/51dWgYxLbNL.jpg; https://m.media-amazon.com/images/I/41J70MYL+iL.jpg; https://m.media-amazon.com/images/I/51viESuwyZL.jpg; https://m.media-amazon.com/images/I/4124gBnIGoL.jpg; https://m.media-amazon.com/images/I/21LRaMN+yWL.jpg,14 Inches,1920 x 1200 pixels,1920x1200 Pixels,3.8 GHz apple_ci3,8,8 GB LPDDR5,DDR5 RAM,Intel UHD Graphics,Intel,512 GB SSD,8 GB,USB 3.0,"Bluetooth, 802.11ax",4,Windows 11 Home,3.4 pounds,12.59 x 8.97 x 0.74 inches,acer,acer laptop,acer laptop
"Acer Chromebook 315 CB315-3H-C0VT Laptop | Intel Celeron N4000| 15.6"" HD (1366 x 768) Display | 4GB LPDDR4 | 128GB eMMC | Intel Wireless 802.11ac Gigabit Wi-Fi | Chrome OS | Sleeve | Pure Silver",166.,3.5 out of 5 stars,https://m.media-amazon.com/images/I/41QX8qn3uVL.jpg; https://m.media-amazon.com/images/I/31dMuUw01eL.jpg; https://m.media-amazon.com/images/I/31tx-NkdwNL.jpg; https://m.media-amazon.com/images/I/21G+4-2jozL.jpg; https://m.media-amazon.com/images/I/21tWBrnqF4L.jpg; https://m.media-amazon.com/images/I/41VC7+hYR1L.jpg,15.6 Inches,1366 x 768 pixels,1366 x 768,1.1 GHz celeron_n4000,2,4 LPDDR4,DDR4 SDRAM,Intel UHD Graphics 600,Intel,128 GB Emmc,128 GB,EIO,802.11ac,4,Chrome OS,3.59 pounds,14.42 x 0.8 x 9.86 inches,acer,Chromebook 315 CB315-3H-C0VT,NX.ATDAA.008
"acer Chromebook 315 15.6"""" FHD Laptop for Students, Intel Celeron N4500 Processor, 4GB RAM, 64GB eMMC + 128GB SD Card, WiFi 6, Up to 10 Hours of Battery Life, HDR Webcam, Type-A&C, Chrome OS, Silver",199.,5.0 out of 5 stars,https://m.media-amazon.com/images/I/41VZoHJtGKL.jpg; https://m.media-amazon.com/images/I/31wc8cQZAlL.jpg; https://m.media-amazon.com/images/I/31dIgkzOlOL.jpg; https://m.media-amazon.com/images/I/31neTNgtcBL.jpg; https://m.media-amazon.com/images/I/21Dkc+neNOL.jpg; https://m.media-amazon.com/images/I/11lD9L+OPLL.jpg; https://m.media-amazon.com/images/I/11+NAL+y41L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.8 GHz mobile_celeron,2,4 DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,64 GB SSD,,Solid State,802.11ax,,Chrome OS,3.53 pounds,14.22 x 9.61 x 0.79 inches,acer,acer,acer
"Acer 2022 Chromebook 315 15.6"" Full HD 1080p IPS Touchscreen Laptop PC, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 RAM, 64GB eMMC, Webcam, WiFi, 12 Hrs Battery Life, Chrome OS, Silver",209.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41tOo3K-9XL.jpg; https://m.media-amazon.com/images/I/41bxP73FvoL.jpg; https://m.media-amazon.com/images/I/41N1Dz-EX8L.jpg; https://m.media-amazon.com/images/I/31kFYX0pq5L.jpg; https://m.media-amazon.com/images/I/31zd0m2OGxL.jpg; https://m.media-amazon.com/images/I/31gYM7GqqAL.jpg; https://m.media-amazon.com/images/I/313OKV2y2bL.jpg,15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,1.1 GHz celeron_n4020,2,4 GB DDR4,DDR4 SDRAM,Intel HD Graphics 400,Intel,64 GB 64GB eMMC,64 GB,Solid State,802.11ac,,Chrome OS,2.76 pounds,13.6 x 9.6 x 0.7 inches,acer,CB315-3HT,CB315-3HT
"Acer Aspire Go 15 AI Ready Laptop | 15.3"" WUXGA (1920 x 1200) IPS Display | Intel Core i7-1255U | Intel Iris Xe Graphics | 16GB DDR5 | 512GB PCIe Gen4 SSD | Wi-Fi 6 | Windows 11 Home | AG15-51P-79LC",640.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41+H5wGUK-L.jpg; https://m.media-amazon.com/images/I/41-eMqL4yKL.jpg; https://m.media-amazon.com/images/I/31v09lLALXL.jpg; https://m.media-amazon.com/images/I/31ibHEMjORL.jpg; https://m.media-amazon.com/images/I/41y2ATD3BeL.jpg; https://m.media-amazon.com/images/I/11rUR9tUr3L.jpg,15.3 Inches,1920 x 1200 pixels,1920x1200,1.7 GHz core_i7_1255u,10,DDR5,DDR5 RAM,Intel Iris Xe Graphics,Intel,512 GB SSD,512 GB,,"Bluetooth, 802.11ax",4,Windows 11 Home,3.7 pounds,13.55 x 0.78 x 9.58 inches,acer,Aspire Go 15,AG15-51P-79LC
"Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2060 6GB, 15.6"" Full HD 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, Wi-Fi 6, RGB Keyboard, PH315-53-72XD",679.,4.6 out of 5 stars,https://m.media-amazon.com/images/I/41uVEf5UnTL.jpg; https://m.media-amazon.com/images/I/41zgYbidnjL.jpg; https://m.media-amazon.com/images/I/51+D0z4nLML.jpg; https://m.media-amazon.com/images/I/519iUvfh1zL.jpg; https://m.media-amazon.com/images/I/51ZNF6fr5CL.jpg; https://m.media-amazon.com/images/I/51b7QQaaINL.jpg; https://m.media-amazon.com/images/I/51IzAIYCe9L.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,5 GHz corei7_10750h,6,16 GB GDDR6,DDR4 SDRAM,NVIDIA GeForce RTX 2060,NVIDIA,512 GB SSD,512,NVMe,802.11ax,3,Windows 10 Home,5.51 pounds,14.31 x 10.04 x 0.9 inches,Acer,Predator Helios 300,PH315-53-72XD
"Acer Aspire Vero, 15.6"""" FHD(1920X1080) IPS Display,11th Gen i5-1155G7 up to 4.50 GHz, 4 cores, 8GB DDR4, 256GB SSD, Webcam, Wi-Fi 6, Windows 11 Home, Gray, TWE Mouse Pad, Silver",430.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41ZQ7VuGouL.jpg; https://m.media-amazon.com/images/I/51S73oOJ66L.jpg; https://m.media-amazon.com/images/I/51RD-Dbu6WL.jpg; https://m.media-amazon.com/images/I/51IdXaoWlxL.jpg; https://m.media-amazon.com/images/I/51pLTVNbqQL.jpg; https://m.media-amazon.com/images/I/31e9n9LKvSL.jpg; https://m.media-amazon.com/images/I/31U11uh9kdL.jpg,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,2.4 GHz Core_i5_2.3_GHz,4,8 GB DDR4,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,256 GB SSD,256 GB,Solid State,"Bluetooth, 802.11a/b/g/n/ac, 802.11ax",,Windows 11 Home,3.97 pounds,14.31 x 9.39 x 0.79 inches,acer,1155G7,Intel
"acer Predator Triton 300 SE Gaming Laptop, 16"" 240Hz IPS, Intel Core i7-12700H 2.30GHz, 14 Cores, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070 Ti 8GB GDDR6, Windows 11, TWE USB 3.0 16GB Flash Drive Pen","1,252.",4.7 out of 5 stars,https://m.media-amazon.com/images/I/41JGIMFw02L.jpg; https://m.media-amazon.com/images/I/41Kv5ipGA4L.jpg; https://m.media-amazon.com/images/I/41Z-l2Au8sL.jpg; https://m.media-amazon.com/images/I/41cuSVD3V+L.jpg; https://m.media-amazon.com/images/I/31Po-rgZUpL.jpg; https://m.media-amazon.com/images/I/41uHUi3yPGL.jpg; https://m.media-amazon.com/images/I/21ukJG4Ar2L.jpg,16 Inches,2560 x 1600 pixels,2560 x 1600 Pixels,2.3 GHz core_i7_family,14,16 GB SO-DIMM,DDR5 RAM,NVIDIA GeForce RTX 3070 Ti Laptop GPU,Intel,1 TB SSD,1 TB,Solid State,Bluetooth,,Windows 11 Home,5.29 pounds,14.11 x 10.33 x 0.78 inches,acer,1920 X 1080 Pixels,AMD
"Acer Swift Edge 16 Laptop | 14"" OLED WQXGA+ 3200 x 2000 Display | Unlock AI Experiences | AMD Ryzen 7 8840U Octa-Core Ryzen Processor | 16GB LPDDR5 | 1TB PCIe Gen 4 SSD | Wi-Fi 7 | SFE16-44-R8HM","1,129.",4.5 out of 5 stars,https://m.media-amazon.com/images/I/41bNQdHtQaL.jpg; https://m.media-amazon.com/images/I/41SAWRu70YL.jpg; https://m.media-amazon.com/images/I/41vx8AiJZEL.jpg; https://m.media-amazon.com/images/I/519sBVMJz+L.jpg; https://m.media-amazon.com/images/I/51YXmROFNYL.jpg; https://m.media-amazon.com/images/I/41UK7UbGVTL.jpg; https://m.media-amazon.com/images/I/51t2dXpNeoL.jpg,16 Inches,3200 x 2000 pixels,3200 x 2000,3.3 GHz ryzen_7,8,16 LPDDR5,DDR5 RAM,AMD Radeon 780M,AMD,1000 GB SSD,1 TB,,802.11ax,4,Windows 11 Home,2.71 pounds,14.08 x 0.51 x 9.68 inches,acer,Acer Swift Edge 16 SFE16-44-R8HM,NX.KULAA.001
"Acer Nitro 5 Gaming Laptop, 9th Gen Intel Core i7-9750H, NVIDIA GeForce RTX 2060, 17.3"" Full HD IPS 144Hz 3ms Display, 16GB DDR4, 256GB NVMe SSD, Gigabit WiFi 5, Backlit Keyboard, AN517-51-76V6",969.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/51W4q9x1iJL.jpg; https://m.media-amazon.com/images/I/41k43PGbSiL.jpg; https://m.media-amazon.com/images/I/5166c6rtXOL.jpg; https://m.media-amazon.com/images/I/41MD9o6e3wL.jpg; https://m.media-amazon.com/images/I/41VH0YzWh4L.jpg; https://m.media-amazon.com/images/I/51xIwdnOpjL.jpg,17.3 Inches,1920 x 1080 pixels,2560 x 1440 Pixels,4.5 GHz core_i7,6,16 GB DDR4,DDR4 SDRAM,NVIDIA GeForce RTX 2060,NVIDIA,256 GB SSD,256,Solid State,801.11ac,2,Windows 10 Home,5.7 pounds,14.19 x 10.67 x 1.02 inches,acer,AN517-51-76V6,AN517-51-76V6
"Acer Predator Triton 300 SE Gaming/Creator Laptop | 12th Gen Intel i7-12700H | GeForce RTX 3060 | 16"" WQXGA 240Hz G-SYNC Display | 16GB DDR5 | 512GB Gen 4x4 SSD | Killer Wi-Fi 6E | PT316-51s-7397",439.,3.7 out of 5 stars,https://m.media-amazon.com/images/I/416bRhJUMDL.jpg; https://m.media-amazon.com/images/I/61kK4k47xML.jpg; https://m.media-amazon.com/images/I/51Gwbu58fvS.jpg; https://m.media-amazon.com/images/I/51xklDPSyvL.jpg; https://m.media-amazon.com/images/I/51Tbn4XttoL.jpg; https://m.media-amazon.com/images/I/51CEmZGXrQL.jpg; https://m.media-amazon.com/images/I/51qIyAu08pL.jpg,16 Inches,2560 x 1600 pixels,2560x1600,4.7 core_i7,14,16 GB DDR5,DDR5 SDRAM,NVIDIA GeForce RTX 3060,NVIDIA,512 GB SSD,512 GB,Solid State,"Bluetooth, 802.11ax",3,Windows 11 Home,5.29 pounds,14.11 x 0.78 x 10.33 inches,acer,PT316-51s-7397,NH.QGJAA.001
"Acer Chromebook 314, Intel Celeron N4000, 14"" Full HD Display, 4GB LPDDR4, 64GB eMMC, Gigabit WiFi, Google Chrome, CB314-1H-C884",197.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41givp629cL.jpg; https://m.media-amazon.com/images/I/31jKG-VkslL.jpg; https://m.media-amazon.com/images/I/31pfqRHG+JL.jpg; https://m.media-amazon.com/images/I/313YYSBPvTL.jpg; https://m.media-amazon.com/images/I/310rICs752L.jpg; https://m.media-amazon.com/images/I/31u2BogaVNL.jpg,14 Inches,1920 x 1080 pixels,1366 x 768 Pixels,2.6 GHz celeron_n,2,4 GB LPDDR4,DDR4 SDRAM,Intel,Intel,64 GB Embedded MultiMediaCard,64,Solid State,"Bluetooth, 802.11ac",2,Chrome OS,3.7 pounds,12.81 x 9.13 x 0.78 inches,acer,CB314-1H-C884,CB314-1H-C884
"acer Aspire 3 Spin 14 Convertible Laptop, 14"" 1920 x 1200 WUXGA IPS Touch Display, Intel Core i3, Intel UHD Graphics, 8GB LPDDR5, 256GB SSD, Wi-Fi 6, Win 11 Home in S Mode, Silver, A3SP14-31PT-38YA",345.,2.6 out of 5 stars,https://m.media-amazon.com/images/I/41g+AkCg2fL.jpg; https://m.media-amazon.com/images/I/319q7t-SGsL.jpg; https://m.media-amazon.com/images/I/31QEWGWEjoL.jpg; https://m.media-amazon.com/images/I/31qwcLBhgkL.jpg; https://m.media-amazon.com/images/I/31AWcXOEmmL.jpg; https://m.media-amazon.com/images/I/31eyfOEh+pL.jpg,14 Inches,1920 x 1200 pixels,1920x1200,3.4 core_i3,1,DDR3,DDR5 SDRAM,,,256 GB SSD,,,802.11ax,,Windows 11 Home,5.39 pounds,12.59 x 8.97 x 0.74 inches,acer,Aspire 3 Spin 14,A3SP14-31PT-38YA
"Acer Nitro V Gaming Laptop | Intel Core i9-13900H Processor | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6"" FHD IPS 180Hz Display | 16GB DDR5 | 1TB Gen 4 SSD | WiFi 6 | Backlit KB | ANV15-51-99XD","1,299.",3.6 out of 5 stars,https://m.media-amazon.com/images/I/413GTzu1kRL.jpg; https://m.media-amazon.com/images/I/51Y+Cnbe-VL.jpg; https://m.media-amazon.com/images/I/515q51KoplL.jpg; https://m.media-amazon.com/images/I/51bsO2DJ2HL.jpg; https://m.media-amazon.com/images/I/41Wy3JWNP3L.jpg; https://m.media-amazon.com/images/I/51IhCS3n-VL.jpg,15.6 Inches,1921 x 1080 pixels,1920x1080,4.1 GHz intel_core_i9,14,16 DDR5,DDR5 RAM,NVIDIA GeForce RTX 4060,NVIDIA,1 TB SSD,1 TB,,"Bluetooth, 802.11ax",4,Windows 11 Home,4.66 pounds,14.26 x 0.93 x 9.44 inches,acer,Nitro V Gaming Laptop ANV15-51-99XD,NH.QQEAA.009
"acer TravelMate B3 B311-33 TMB311-33-C3FM 11.6"" Notebook - HD - 1366 x 768 - Intel N100 Quad-core (4 Core) - 4 GB Total RAM - 128 GB SSD - Black",287.,Previous page of related Sponsored Products,https://m.media-amazon.com/images/I/41T+hLgv89L.jpg,11.6 Inches,1366 x 768,1366 x 768 Pixels,3.4 GHz,1,4 LPDDR5,DDR4 SDRAM,Intel UHD Graphics,Intel,128 GB SSD,,Solid State,"Bluetooth, 802.11ax",,Windows 11 Pro Education,4.75 pounds,8.3 x 11.4 x 0.82 inches,acer,TravelMate B3 B311-33,TMB311-33-C3FM
"Acer Swift 3 SF314-43-R6NE Laptop | 14"" FHD IPS | AMD Ryzen 7 5700U | Radeon Graphics | 16GB LPDDR4X | 512GB SSD | Wi-Fi 6 | Fingerprint Reader | Backlit Keyboard | Windows 11, Silver",698.,4.3 out of 5 stars,https://m.media-amazon.com/images/I/41XiG6bsb7L.jpg; https://m.media-amazon.com/images/I/41PAy0orc3S.jpg; https://m.media-amazon.com/images/I/51zhdOre3LS.jpg; https://m.media-amazon.com/images/I/41oUkD0Ve5S.jpg; https://m.media-amazon.com/images/I/51Kw8uLqHaL.jpg; https://m.media-amazon.com/images/I/51+AlS6V3fL.jpg,14 Inches,1920 x 1080 pixels,1920x1080,4.3 GHz amd_ryzen_7,8,16 GB LPDDR4X,DDR4 SDRAM,AMD Radeon Graphics,AMD,512 GB SSD,512 GB,Solid State,"Bluetooth, 802.11ax",3,Windows 11 Home,2.65 pounds,12.71 x 0.63 x 8.35 inches,acer,SF314-43-R6NE,NX.AB1AA.00B
"Acer Aspire 5 A515-55-35SE, 15.6"" Full HD Display, 10th Gen Intel Core i3-1005G1 Processor, 4GB DDR4, 128GB NVMe SSD, Intel WiFi 6 AX201, Backlit KB, Fingerprint Reader, Windows 10 Home (S Mode)",359.,4.4 out of 5 stars,https://m.media-amazon.com/images/I/41m0BYgdG4L.jpg; https://m.media-amazon.com/images/I/51YscG-MmyL.jpg; https://m.media-amazon.com/images/I/51SI+oKDuAS.jpg; https://m.media-amazon.com/images/I/41gYFSkcY3L.jpg; https://m.media-amazon.com/images/I/417VnTojEPL.jpg; https://m.media-amazon.com/images/I/31WTuOCpMnS.jpg; https://m.media-amazon.com/images/I/31uTq5IcrbS.jpg,15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,3.4 GHz core_i3,2,4 GB DDR4,DDR4 SDRAM,Intel UHD Graphics,Intel,128 GB SSD,128,Solid State,802.11ax,3,Windows 10 S,4 pounds,14.31 x 9.86 x 0.71 inches,acer,A515-55-35SE,A515-55-35SE
"Acer Aspire 3 A315-58-74KE Slim Laptop | 15.6"" Full HD Display | Intel Core i7-1165G7 Processor | Intel Iris Xe Graphics | 8GB DDR4 | 512GB PCIe Gen4 SSD | Wi-Fi 6 | Windows 11 Home | Pure Silver",598.,4.0 out of 5 stars,https://m.media-amazon.com/images/I/41UG484gqJL.jpg; https://m.media-amazon.com/images/I/514sMiSFccL.jpg; https://m.media-amazon.com/images/I/41B7cmQNAbL.jpg; https://m.media-amazon.com/images/I/414RBH3gJQL.jpg; https://m.media-amazon.com/images/I/416qMJerjQL.jpg; https://m.media-amazon.com/images/I/41k5v+y7hVL.jpg,15.6 Inches,1923 x 1080 pixels,1920x1080,2.8 GHz apple_ci7,4,8 GB DDR4,,Intel Iris Xe Graphics,Intel,512 GB SSD,512 GB,,"Bluetooth, 802.11ax",2,Windows 11 Home,3.75 pounds,14.31 x 0.78 x 9.39 inches,acer,Aspire 3,A315-58-74KE
"Acer Predator Helios 16 Gaming Laptop | Intel Core i9-13900HX | NVIDIA GeForce RTX 4080 | 16"" 2560 x 1600 240Hz G-SYNC | 32GB DDR5 | 1TB Gen 4 SSD | Killer Wi-Fi 6E | Copilot Enabled | PH16-71-948L",598.,4.5 out of 5 stars,https://m.media-amazon.com/images/I/517iCZg+bQL.jpg; https://m.media-amazon.com/images/I/41oqhz1d9BL.jpg; https://m.media-amazon.com/images/I/51am5ek0QRL.jpg; https://m.media-amazon.com/images/I/41igxUBh8dL.jpg; https://m.media-amazon.com/images/I/21LHkaB1RiL.jpg; https://m.media-amazon.com/images/I/31srIhRFKjL.jpg,16 Inches,2560 x 1600 pixels,2560 x 1600,3 GHz intel_core_i9,24,32 DDR5,DDR5 SDRAM,NVIDIA GeForce RTX 4080,NVIDIA,1 TB SSD,1 GB,Serial ATA,802.11ax,5,Windows 11 Home,5.73 pounds,14.15 x 0.98 x 10.88 inches,acer,Predator Helios 16 PH16-71-948L,NH.QJSAA.002
"Acer Aspire Vero AV14-52P-55N4 Intel Evo Green PC | 14"" FHD IPS 100% sRGB Display | Intel Core i5-1335U | Intel Iris Xe Graphics | 8GB LPDDR4X | 512GB Gen 4 SSD | Killer Wi-Fi 6E | PCR Materials",478.,4.2 out of 5 stars,https://m.media-amazon.com/images/I/414cXmkiTQL.jpg; https://m.media-amazon.com/images/I/51-mGxmatIL.jpg; https://m.media-amazon.com/images/I/516VV6aVxVL.jpg; https://m.media-amazon.com/images/I/51OPBrxFKYL.jpg; https://m.media-amazon.com/images/I/51qixWKeQ5L.jpg; https://m.media-amazon.com/images/I/41QhIGceuLL.jpg,14 Inches,1920 x 1080,1920x1080,1.3 GHz apple_ci5,10,8 GB LPDDR4X,DDR4 SDRAM,Intel Iris Xe Graphics,Intel,512 GB SSD,512 GB,Solid State,"Bluetooth, 802.11ax",3,Windows 11 Home,3.31 pounds,,acer,Aspire Vero,AV14-52P-55N4
